resource_id,resource,building,exchange_q0_price,price_timestamp,hourly_output_lvl1,material_unit_cost,material_unit_cost_exchange_inputs,contract_input_discount_percent,material_unit_cost_contract_inputs,worker_unit_cost,admin_overhead_percent_assumed,admin_unit_cost_assumed,exchange_fee_percent,exchange_net_unit_revenue_after_fee,transport_units,transport_q0_price,freight_unit_cost_exchange_full,production_season,retail_season,is_seasonal,unit_cost_base_excluding_freight,unit_cost_base_exchange_inputs_excluding_freight,unit_cost_base_contract_inputs_excluding_freight,unit_cost_contract_inputs_exchange_sale,unit_cost_exchange_with_freight,unit_profit_contract_inputs_exchange_sale,unit_profit_exchange_with_freight_after_fee,hourly_profit_contract_inputs_exchange_sale,hourly_profit_exchange_with_freight_after_fee,unit_cost_contract_no_freight,unit_profit_contract_no_freight,hourly_profit_contract_no_freight,unit_profit_exchange_with_freight,hourly_profit_exchange_with_freight,inputs
150,Tree,v,346.0,2026-07-22T21:24:56.720692Z,9.999999998843611,4.572,4.572,3.0,4.43484,7.935000000917595,20.0,1.5870000001835192,4.0,332.15999999999997,1.0,0.383,0.383,,Xmas,True,14.094000001101115,14.094000001101115,13.956840001101114,14.339840001101113,14.477000001101114,317.8201599988989,317.6829999988989,3178.201599621465,3176.8299996216238,14.339840001101113,317.8201599988989,3178.201599621465,317.6829999988989,3176.8299996216238,Water x 12 @ exchange 0.3810 / contract 0.3696
70,Luxury watch,T,865.0,2026-07-22T10:52:52.06173Z,18.837724049108996,766.8,766.8,3.0,743.796,7.325725742676821,20.0,1.4651451485353642,4.0,830.4,1.0,0.383,0.383,,,False,775.5908708912121,775.5908708912121,752.5868708912122,752.9698708912123,775.9738708912122,77.4301291087877,54.42612910878779,1458.6074052382244,1025.264401212523,752.9698708912123,77.4301291087877,1458.6074052382244,54.42612910878779,1025.264401212523,Golden bars x 0.1 @ exchange 6475.0000 / contract 6280.7500; Electronic components x 2 @ exchange 56.0000 / contract 54.3200; Glass x 0.5 @ exchange 14.6000 / contract 14.1620
146,Pumpkin,P,12.7,2026-07-22T19:13:09.445166Z,137.48814038573866,3.64,3.64,3.0,3.5308,0.7527922023646472,20.0,0.15055844047292943,4.0,12.191999999999998,1.0,0.383,0.383,AutumnHarvest,,True,4.543350642837577,4.543350642837577,4.434150642837577,4.817150642837577,4.926350642837577,7.374849357162422,7.265649357162421,1013.9543237412215,998.9406188110988,4.817150642837577,7.374849357162422,1013.9543237412215,7.265649357162421,998.9406188110988,Water x 8 @ exchange 0.3810 / contract 0.3696; Seeds x 2 @ exchange 0.2960 / contract 0.2871
154,Apple icecream,k,88.0,2026-07-22T21:18:57.668209Z,32.14335468879014,40.45,40.45,3.0,39.23649999999999,11.806483911660568,20.0,2.361296782332113,4.0,84.47999999999999,1.0,0.383,0.383,,Summer,True,54.61778069399268,54.61778069399268,53.40428069399267,53.78728069399267,55.00078069399268,30.69271930600732,29.47921930600731,986.56696301647,947.5610021016229,53.78728069399267,30.69271930600732,986.56696301647,29.47921930600731,947.5610021016229,Milk x 2 @ exchange 10.1000 / contract 9.7970; Sugar x 0.5 @ exchange 20.5000 / contract 19.8850; Apples x 4 @ exchange 2.5000 / contract 2.4250
147,Jack o'lantern,L,46.75,2026-07-22T04:21:18.363713Z,284.69828438642696,40.7,40.7,3.0,39.479,1.3329901190584512,20.0,0.26659802381169023,4.0,44.879999999999995,1.0,0.383,0.383,,Halloween,True,42.29958814287014,42.29958814287014,41.07858814287014,41.46158814287014,42.682588142870145,3.418411857129854,2.1974118571298504,973.2159910510891,625.5993858152608,41.46158814287014,3.418411857129854,973.2159910510891,2.1974118571298504,625.5993858152608,Pumpkin x 1 @ exchange 12.7000 / contract 12.3190; Electronic components x 0.5 @ exchange 56.0000 / contract 54.3200
153,Chocolate icecream,k,91.5,2026-07-22T21:20:56.225654Z,32.14335468879014,47.075,47.075,3.0,45.662749999999996,11.806483911660568,20.0,2.361296782332113,4.0,87.84,1.0,0.383,0.383,,Summer,True,61.24278069399268,61.24278069399268,59.83053069399268,60.21353069399268,61.62578069399268,27.626469306007323,26.214219306007323,888.0074017019674,842.6129490427235,60.21353069399268,27.626469306007323,888.0074017019674,26.214219306007323,842.6129490427235,Milk x 2 @ exchange 10.1000 / contract 9.7970; Sugar x 0.5 @ exchange 20.5000 / contract 19.8850; Chocolate x 0.0625 @ exchange 266.0000 / contract 258.0200
98,Quadcopter,8,880.0,2026-07-22T20:03:54.187513Z,12.447350106526388,725.8,725.8,3.0,704.0260000000001,58.20515963635751,20.0,11.641031927271502,4.0,844.8,2.0,0.383,0.766,,,False,795.6461915636289,795.6461915636289,773.872191563629,774.638191563629,796.4121915636289,70.16180843637096,48.387808436371074,873.3285937145461,602.2999924950419,774.638191563629,70.16180843637096,873.3285937145461,48.387808436371074,602.2999924950419,On-board computer x 1 @ exchange 446.0000 / contract 432.6200; Batteries x 1 @ exchange 88.0000 / contract 85.3600; Electronic components x 3 @ exchange 56.0000 / contract 54.3200; Plastic x 2 @ exchange 11.9000 / contract 11.5430
57,Truck,1,5725.0,2026-07-22T21:15:12.157415Z,4.783200850394605,5381.0,5381.0,3.0,5219.57,93.76566320918754,20.0,18.753132641837507,4.0,5496.0,5.0,0.383,1.915,,,False,5493.518795851025,5493.518795851025,5332.088795851025,5334.003795851025,5495.433795851025,161.99620414897527,0.5662041489749754,774.8603814460765,2.7082681668740562,5334.003795851025,161.99620414897527,774.8603814460765,0.5662041489749754,2.7082681668740562,Combustion engine x 6 @ exchange 610.0000 / contract 591.7000; Basic interior x 1 @ exchange 334.0000 / contract 323.9800; Car body x 1 @ exchange 815.0000 / contract 790.5500; Steel x 10 @ exchange 12.6000 / contract 12.2220; On-board computer x 1 @ exchange 446.0000 / contract 432.6200
51,Car body,1,815.0,2026-07-22T21:12:41.463929Z,28.699205102367632,766.0,766.0,3.0,743.0200000000001,15.62761053486459,20.0,3.1255221069729178,4.0,782.4,2.0,0.383,0.766,,,False,784.7531326418375,784.7531326418375,761.7731326418376,762.5391326418376,785.5191326418375,19.86086735816241,-3.1191326418374956,569.9911058228214,-89.51662742958409,762.5391326418376,19.86086735816241,569.9911058228214,-3.1191326418374956,-89.51662742958409,Aluminium x 30 @ exchange 21.0000 / contract 20.3700; Glass x 5 @ exchange 14.6000 / contract 14.1620; Steel x 5 @ exchange 12.6000 / contract 12.2220
131,Meat balls,m,2610.0,2026-07-22T09:26:14.673376Z,1.2931582686500145,1553.6,1553.6,3.0,1506.992,506.8985103302983,20.0,101.37970206605965,4.0,2505.6,2.0,0.383,0.766,,,False,2161.878212396358,2161.878212396358,2115.2702123963577,2116.0362123963578,2162.644212396358,389.56378760364214,342.95578760364197,503.76763310626785,443.4961125210277,2116.0362123963578,389.56378760364214,503.76763310626785,342.95578760364197,443.4961125210277,Sausages x 2 @ exchange 11.8000 / contract 11.4460; Bread x 1 @ exchange 171.0000 / contract 165.8700; Sauce x 1 @ exchange 1340.0000 / contract 1299.8000; Vegetable oil x 0.5 @ exchange 38.0000 / contract 36.8600
